male,eth,age,income,state,N
0,2,1,1,25,68529
0,2,1,1,26,55835
0,2,1,1,27,59016
0,2,1,1,28,61125
0,2,1,1,29,64264
0,2,1,1,30,35907
0,2,1,1,31,53285
0,2,1,1,32,58055
0,2,1,1,33,67254
0,2,1,1,34,42439
0,2,1,1,35,51324
0,2,1,1,36,44120
0,2,1,1,37,37378
0,2,1,1,38,53186
0,2,1,1,39,60098
0,2,1,1,40,63695
0,2,1,1,41,42111
0,2,1,1,42,39260
0,2,1,1,43,40118
0,2,1,1,44,67616
0,2,1,1,45,57006
0,2,1,1,46,51740
0,2,1,1,47,42859
0,2,1,1,48,64277
0,2,1,1,49,59483
0,2,1,1,50,66076
0,2,1,2,1,32334
0,2,1,2,2,30179
0,2,1,2,3,36897
0,2,1,2,4,41141
0,2,1,2,5,45208
0,2,1,2,6,48767
0,2,1,2,7,43909
0,2,1,2,8,47510
0,2,1,2,9,42209
0,2,1,2,10,35416
0,2,1,2,11,29586
0,2,1,2,12,27791
0,2,1,2,13,40005
0,2,1,2,14,28821
0,2,1,2,15,35438
0,2,1,2,16,34782
0,2,1,2,17,44723
0,2,1,2,18,25420
0,2,1,2,19,28805
0,2,1,2,20,25978
0,2,1,2,21,25298
0,2,1,2,22,26282
0,2,1,2,23,24785
0,2,1,2,24,34477
0,2,1,2,25,47970
0,2,1,2,26,39084
0,2,1,2,27,41311
0,2,1,2,28,42788
0,2,1,2,29,44985
0,2,1,2,30,25135
0,2,1,2,31,37300
0,2,1,2,32,40638
0,2,1,2,33,47078
0,2,1,2,34,29707
0,2,1,2,35,35927
0,2,1,2,36,30884
0,2,1,2,37,26165
0,2,1,2,38,37230
0,2,1,2,39,42069
0,2,1,2,40,44587
0,2,1,2,41,29477
0,2,1,2,42,27482
0,2,1,2,43,28082
0,2,1,2,44,47331
0,2,1,2,45,39904
0,2,1,2,46,36218
0,2,1,2,47,30001
0,2,1,2,48,44994
0,2,1,2,49,41638
0,2,1,2,50,46253
0,2,1,3,1,13857
0,2,1,3,2,12934
0,2,1,3,3,15813
0,2,1,3,4,17632
0,2,1,3,5,19375
0,2,1,3,6,20900
0,2,1,3,7,18818
0,2,1,3,8,20362
0,2,1,3,9,18090
0,2,1,3,10,15178
0,2,1,3,11,12680
0,2,1,3,12,11910
0,2,1,3,13,17145
0,2,1,3,14,12352
0,2,1,3,15,15188
0,2,1,3,16,14906
0,2,1,3,17,19167
0,2,1,3,18,10894
0,2,1,3,19,12345
0,2,1,3,20,11134
0,2,1,3,21,10842
0,2,1,3,22,11264
0,2,1,3,23,10622
0,2,1,3,24,14776
0,2,1,3,25,20559
0,2,1,3,26,16750
0,2,1,3,27,17705
0,2,1,3,28,18338
0,2,1,3,29,19279
0,2,1,3,30,10772
0,2,1,3,31,15986
0,2,1,3,32,17416
0,2,1,3,33,20176
0,2,1,3,34,12732
0,2,1,3,35,15397
0,2,1,3,36,13236
0,2,1,3,37,11214
0,2,1,3,38,15956
0,2,1,3,39,18029
0,2,1,3,40,19109
0,2,1,3,41,12633
0,2,1,3,42,11778
0,2,1,3,43,12035
0,2,1,3,44,20285
0,2,1,3,45,17102
0,2,1,3,46,15522
0,2,1,3,47,12858
0,2,1,3,48,19283
0,2,1,3,49,17845
0,2,1,3,50,19823
0,2,2,1,1,23096
0,2,2,1,2,21556
0,2,2,1,3,26355
0,2,2,1,4,29387
0,2,2,1,5,32292
0,2,2,1,6,34834
0,2,2,1,7,31363
0,2,2,1,8,33936
0,2,2,1,9,30149
0,2,2,1,10,25297
0,2,2,1,11,21133
0,2,2,1,12,19851
0,2,2,1,13,28575
0,2,2,1,14,20586
0,2,2,1,15,25313
0,2,2,1,16,24844
0,2,2,1,17,31945
0,2,2,1,18,18157
0,2,2,1,19,20575
0,2,2,1,20,18556
0,2,2,1,21,18070
0,2,2,1,22,18773
0,2,2,1,23,17704
0,2,2,1,24,24626
0,2,2,1,25,34265
0,2,2,1,26,27917
0,2,2,1,27,29508
0,2,2,1,28,30563
0,2,2,1,29,32132
0,2,2,1,30,17953
0,2,2,1,31,26643
0,2,2,1,32,29027
0,2,2,1,33,33627
0,2,2,1,34,21220
0,2,2,1,35,25662
0,2,2,1,36,22060
0,2,2,1,37,18689
0,2,2,1,38,26593
0,2,2,1,39,30049
0,2,2,1,40,31848
0,2,2,1,41,21055
0,2,2,1,42,19630
0,2,2,1,43,20059
0,2,2,1,44,33808
0,2,2,1,45,28503
0,2,2,1,46,25870
0,2,2,1,47,21430
0,2,2,1,48,32139
0,2,2,1,49,29741
0,2,2,1,50,33038
0,2,2,2,1,16167
0,2,2,2,2,15089
0,2,2,2,3,18448
0,2,2,2,4,20571
0,2,2,2,5,22604
0,2,2,2,6,24384
0,2,2,2,7,21954
0,2,2,2,8,23755
0,2,2,2,9,21104
0,2,2,2,10,17708
0,2,2,2,11,14793
0,2,2,2,12,13896
0,2,2,2,13,20002
0,2,2,2,14,14410
0,2,2,2,15,17719
0,2,2,2,16,17391
0,2,2,2,17,22361
0,2,2,2,18,12710
0,2,2,2,19,14403
0,2,2,2,20,12989
0,2,2,2,21,12649
0,2,2,2,22,13141
0,2,2,2,23,12392
0,2,2,2,24,17238
0,2,2,2,25,23985
0,2,2,2,26,19542
0,2,2,2,27,20655
0,2,2,2,28,21394
0,2,2,2,29,22492
0,2,2,2,30,12567
0,2,2,2,31,18650
0,2,2,2,32,20319
0,2,2,2,33,23539
0,2,2,2,34,14854
0,2,2,2,35,17963
0,2,2,2,36,15442
0,2,2,2,37,13082
0,2,2,2,38,18615
0,2,2,2,39,21034
0,2,2,2,40,22293
0,2,2,2,41,14739
0,2,2,2,42,13741
0,2,2,2,43,14041
0,2,2,2,44,23666
0,2,2,2,45,19952
0,2,2,2,46,18109
0,2,2,2,47,15001
0,2,2,2,48,22497
0,2,2,2,49,20819
0,2,2,2,50,23127
0,2,2,3,1,6929
0,2,2,3,2,6467
0,2,2,3,3,7906
0,2,2,3,4,8816
0,2,2,3,5,9688
0,2,2,3,6,10450
0,2,2,3,7,9409
0,2,2,3,8,10181
0,2,2,3,9,9045
0,2,2,3,10,7589
0,2,2,3,11,6340
0,2,2,3,12,5955
0,2,2,3,13,8572
0,2,2,3,14,6176
0,2,2,3,15,7594
0,2,2,3,16,7453
0,2,2,3,17,9583
0,2,2,3,18,5447
0,2,2,3,19,6173
0,2,2,3,20,5567
0,2,2,3,21,5421
0,2,2,3,22,5632
0,2,2,3,23,5311
0,2,2,3,24,7388
0,2,2,3,25,10279
0,2,2,3,26,8375
0,2,2,3,27,8852
0,2,2,3,28,9169
0,2,2,3,29,9640
0,2,2,3,30,5386
0,2,2,3,31,7993
0,2,2,3,32,8708
0,2,2,3,33,10088
0,2,2,3,34,6366
0,2,2,3,35,7699
0,2,2,3,36,6618
0,2,2,3,37,5607
0,2,2,3,38,7978
0,2,2,3,39,9015
0,2,2,3,40,9554
0,2,2,3,41,6317
0,2,2,3,42,5889
0,2,2,3,43,6018
0,2,2,3,44,10142
0,2,2,3,45,8551
0,2,2,3,46,7761
0,2,2,3,47,6429
0,2,2,3,48,9642
0,2,2,3,49,8922
0,2,2,3,50,9911
0,2,3,1,1,46191
0,2,3,1,2,43113
0,2,3,1,3,52709
0,2,3,1,4,58773
0,2,3,1,5,64584
0,2,3,1,6,69667
0,2,3,1,7,62726
0,2,3,1,8,67872
0,2,3,1,9,60298
0,2,3,1,10,50595
0,2,3,1,11,42265
0,2,3,1,12,39702
0,2,3,1,13,57150
0,2,3,1,14,41172
0,2,3,1,15,50625
0,2,3,1,16,49688
0,2,3,1,17,63890
0,2,3,1,18,36314
0,2,3,1,19,41150
0,2,3,1,20,37112
0,2,3,1,21,36141
0,2,3,1,22,37546
0,2,3,1,23,35407
0,2,3,1,24,49253
0,2,3,1,25,68529
0,2,3,1,26,55835
0,2,3,1,27,59016
0,2,3,1,28,61125
0,2,3,1,29,64264
0,2,3,1,30,35907
0,2,3,1,31,53285
0,2,3,1,32,58055
0,2,3,1,33,67254
0,2,3,1,34,42439
0,2,3,1,35,51324
0,2,3,1,36,44120
0,2,3,1,37,37378
0,2,3,1,38,53186
0,2,3,1,39,60098
0,2,3,1,40,63695
0,2,3,1,41,42111
0,2,3,1,42,39260
0,2,3,1,43,40118
0,2,3,1,44,67616
0,2,3,1,45,57006
0,2,3,1,46,51740
0,2,3,1,47,42859
0,2,3,1,48,64277
0,2,3,1,49,59483
0,2,3,1,50,66076
0,2,3,2,1,32334
0,2,3,2,2,30179
0,2,3,2,3,36897
0,2,3,2,4,41141
0,2,3,2,5,45208
0,2,3,2,6,48767
0,2,3,2,7,43909
0,2,3,2,8,47510
0,2,3,2,9,42209
0,2,3,2,10,35416
0,2,3,2,11,29586
0,2,3,2,12,27791
0,2,3,2,13,40005
0,2,3,2,14,28821
0,2,3,2,15,35438
0,2,3,2,16,34782
0,2,3,2,17,44723
0,2,3,2,18,25420
0,2,3,2,19,28805
0,2,3,2,20,25978
0,2,3,2,21,25298
0,2,3,2,22,26282
0,2,3,2,23,24785
0,2,3,2,24,34477
0,2,3,2,25,47970
0,2,3,2,26,39084
0,2,3,2,27,41311
0,2,3,2,28,42788
0,2,3,2,29,44985
0,2,3,2,30,25135
0,2,3,2,31,37300
0,2,3,2,32,40638
0,2,3,2,33,47078
0,2,3,2,34,29707
0,2,3,2,35,35927
0,2,3,2,36,30884
0,2,3,2,37,26165
0,2,3,2,38,37230
0,2,3,2,39,42069
0,2,3,2,40,44587
0,2,3,2,41,29477
0,2,3,2,42,27482
0,2,3,2,43,28082
0,2,3,2,44,47331
0,2,3,2,45,39904
0,2,3,2,46,36218
0,2,3,2,47,30001
0,2,3,2,48,44994
0,2,3,2,49,41638
0,2,3,2,50,46253
0,2,3,3,1,13857
0,2,3,3,2,12934
0,2,3,3,3,15813
0,2,3,3,4,17632
0,2,3,3,5,19375
0,2,3,3,6,20900
0,2,3,3,7,18818
0,2,3,3,8,20362
0,2,3,3,9,18090
0,2,3,3,10,15178
0,2,3,3,11,12680
0,2,3,3,12,11910
0,2,3,3,13,17145
0,2,3,3,14,12352
0,2,3,3,15,15188
0,2,3,3,16,14906
0,2,3,3,17,19167
0,2,3,3,18,10894
0,2,3,3,19,12345
0,2,3,3,20,11134
0,2,3,3,21,10842
0,2,3,3,22,11264
0,2,3,3,23,10622
0,2,3,3,24,14776
0,2,3,3,25,20559
0,2,3,3,26,16750
0,2,3,3,27,17705
0,2,3,3,28,18338
0,2,3,3,29,19279
0,2,3,3,30,10772
0,2,3,3,31,15986
0,2,3,3,32,17416
0,2,3,3,33,20176
0,2,3,3,34,12732
0,2,3,3,35,15397
0,2,3,3,36,13236
0,2,3,3,37,11214
0,2,3,3,38,15956
0,2,3,3,39,18029
0,2,3,3,40,19109
0,2,3,3,41,12633
0,2,3,3,42,11778
0,2,3,3,43,12035
0,2,3,3,44,20285
0,2,3,3,45,17102
0,2,3,3,46,15522
0,2,3,3,47,12858
0,2,3,3,48,19283
0,2,3,3,49,17845
0,2,3,3,50,19823
0,2,4,1,1,46191
0,2,4,1,2,43113
0,2,4,1,3,52709
0,2,4,1,4,58773
0,2,4,1,5,64584
0,2,4,1,6,69667
0,2,4,1,7,62726
0,2,4,1,8,67872
0,2,4,1,9,60298
0,2,4,1,10,50595
0,2,4,1,11,42265
0,2,4,1,12,39702
0,2,4,1,13,57150
0,2,4,1,14,41172
0,2,4,1,15,50625
0,2,4,1,16,49688
0,2,4,1,17,63890
0,2,4,1,18,36314
0,2,4,1,19,41150
0,2,4,1,20,37112
0,2,4,1,21,36141
0,2,4,1,22,37546
0,2,4,1,23,35407
0,2,4,1,24,49253
0,2,4,1,25,68529
0,2,4,1,26,55835
0,2,4,1,27,59016
0,2,4,1,28,61125
0,2,4,1,29,64264
0,2,4,1,30,35907
0,2,4,1,31,53285
0,2,4,1,32,58055
0,2,4,1,33,67254
0,2,4,1,34,42439
0,2,4,1,35,51324
0,2,4,1,36,44120
0,2,4,1,37,37378
0,2,4,1,38,53186
0,2,4,1,39,60098
0,2,4,1,40,63695
0,2,4,1,41,42111
0,2,4,1,42,39260
0,2,4,1,43,40118
0,2,4,1,44,67616
0,2,4,1,45,57006
0,2,4,1,46,51740
0,2,4,1,47,42859
0,2,4,1,48,64277
0,2,4,1,49,59483
0,2,4,1,50,66076
0,2,4,2,1,32334
0,2,4,2,2,30179
0,2,4,2,3,36897
0,2,4,2,4,41141
0,2,4,2,5,45208
0,2,4,2,6,48767
0,2,4,2,7,43909
0,2,4,2,8,47510
0,2,4,2,9,42209
0,2,4,2,10,35416
0,2,4,2,11,29586
0,2,4,2,12,27791
0,2,4,2,13,40005
0,2,4,2,14,28821
0,2,4,2,15,35438
0,2,4,2,16,34782
0,2,4,2,17,44723
0,2,4,2,18,25420
0,2,4,2,19,28805
0,2,4,2,20,25978
0,2,4,2,21,25298
0,2,4,2,22,26282
0,2,4,2,23,24785
0,2,4,2,24,34477
0,2,4,2,25,47970
0,2,4,2,26,39084
0,2,4,2,27,41311
0,2,4,2,28,42788
0,2,4,2,29,44985
0,2,4,2,30,25135
0,2,4,2,31,37300
0,2,4,2,32,40638
0,2,4,2,33,47078
0,2,4,2,34,29707
0,2,4,2,35,35927
0,2,4,2,36,30884
0,2,4,2,37,26165
0,2,4,2,38,37230
0,2,4,2,39,42069
0,2,4,2,40,44587
0,2,4,2,41,29477
0,2,4,2,42,27482
0,2,4,2,43,28082
0,2,4,2,44,47331
0,2,4,2,45,39904
0,2,4,2,46,36218
0,2,4,2,47,30001
0,2,4,2,48,44994
0,2,4,2,49,41638
0,2,4,2,50,46253
0,2,4,3,1,13857
0,2,4,3,2,12934
0,2,4,3,3,15813
0,2,4,3,4,17632
0,2,4,3,5,19375
0,2,4,3,6,20900
0,2,4,3,7,18818
0,2,4,3,8,20362
0,2,4,3,9,18090
0,2,4,3,10,15178
0,2,4,3,11,12680
0,2,4,3,12,11910
0,2,4,3,13,17145
0,2,4,3,14,12352
0,2,4,3,15,15188
0,2,4,3,16,14906
0,2,4,3,17,19167
0,2,4,3,18,10894
0,2,4,3,19,12345
0,2,4,3,20,11134
0,2,4,3,21,10842
0,2,4,3,22,11264
0,2,4,3,23,10622
0,2,4,3,24,14776
0,2,4,3,25,20559
0,2,4,3,26,16750
0,2,4,3,27,17705
0,2,4,3,28,18338
0,2,4,3,29,19279
0,2,4,3,30,10772
0,2,4,3,31,15986
0,2,4,3,32,17416
0,2,4,3,33,20176
0,2,4,3,34,12732
0,2,4,3,35,15397
0,2,4,3,36,13236
0,2,4,3,37,11214
0,2,4,3,38,15956
0,2,4,3,39,18029
0,2,4,3,40,19109
0,2,4,3,41,12633
0,2,4,3,42,11778
0,2,4,3,43,12035
0,2,4,3,44,20285
0,2,4,3,45,17102
0,2,4,3,46,15522
0,2,4,3,47,12858
0,2,4,3,48,19283
0,2,4,3,49,17845
0,2,4,3,50,19823
0,2,5,1,1,23096
0,2,5,1,2,21556
0,2,5,1,3,26355
0,2,5,1,4,29387
0,2,5,1,5,32292
0,2,5,1,6,34834
0,2,5,1,7,31363
0,2,5,1,8,33936
0,2,5,1,9,30149
0,2,5,1,10,25297
0,2,5,1,11,21133
0,2,5,1,12,19851
0,2,5,1,13,28575
0,2,5,1,14,20586
0,2,5,1,15,25313
0,2,5,1,16,24844
0,2,5,1,17,31945
0,2,5,1,18,18157
0,2,5,1,19,20575
0,2,5,1,20,18556
0,2,5,1,21,18070
0,2,5,1,22,18773
0,2,5,1,23,17704
0,2,5,1,24,24626
0,2,5,1,25,34265
0,2,5,1,26,27917
0,2,5,1,27,29508
0,2,5,1,28,30563
0,2,5,1,29,32132
0,2,5,1,30,17953
0,2,5,1,31,26643
0,2,5,1,32,29027
0,2,5,1,33,33627
0,2,5,1,34,21220
0,2,5,1,35,25662
0,2,5,1,36,22060
0,2,5,1,37,18689
0,2,5,1,38,26593
0,2,5,1,39,30049
0,2,5,1,40,31848
0,2,5,1,41,21055
0,2,5,1,42,19630
0,2,5,1,43,20059
0,2,5,1,44,33808
0,2,5,1,45,28503
0,2,5,1,46,25870
0,2,5,1,47,21430
0,2,5,1,48,32139
0,2,5,1,49,29741
0,2,5,1,50,33038
0,2,5,2,1,16167
0,2,5,2,2,15089
0,2,5,2,3,18448
0,2,5,2,4,20571
0,2,5,2,5,22604
0,2,5,2,6,24384
0,2,5,2,7,21954
0,2,5,2,8,23755
0,2,5,2,9,21104
0,2,5,2,10,17708
0,2,5,2,11,14793
0,2,5,2,12,13896
0,2,5,2,13,20002
0,2,5,2,14,14410
0,2,5,2,15,17719
0,2,5,2,16,17391
0,2,5,2,17,22361
0,2,5,2,18,12710
0,2,5,2,19,14403
0,2,5,2,20,12989
0,2,5,2,21,12649
0,2,5,2,22,13141
0,2,5,2,23,12392
0,2,5,2,24,17238
0,2,5,2,25,23985
0,2,5,2,26,19542
0,2,5,2,27,20655
0,2,5,2,28,21394
0,2,5,2,29,22492
0,2,5,2,30,12567
0,2,5,2,31,18650
0,2,5,2,32,20319
0,2,5,2,33,23539
0,2,5,2,34,14854
0,2,5,2,35,17963
0,2,5,2,36,15442
0,2,5,2,37,13082
0,2,5,2,38,18615
0,2,5,2,39,21034
0,2,5,2,40,22293
0,2,5,2,41,14739
0,2,5,2,42,13741
0,2,5,2,43,14041
0,2,5,2,44,23666
0,2,5,2,45,19952
0,2,5,2,46,18109
0,2,5,2,47,15001
0,2,5,2,48,22497
0,2,5,2,49,20819
0,2,5,2,50,23127
0,2,5,3,1,6929
0,2,5,3,2,6467
0,2,5,3,3,7906
0,2,5,3,4,8816
0,2,5,3,5,9688
0,2,5,3,6,10450
0,2,5,3,7,9409
0,2,5,3,8,10181
0,2,5,3,9,9045
0,2,5,3,10,7589
0,2,5,3,11,6340
0,2,5,3,12,5955
0,2,5,3,13,8572
0,2,5,3,14,6176
0,2,5,3,15,7594
0,2,5,3,16,7453
0,2,5,3,17,9583
0,2,5,3,18,5447
0,2,5,3,19,6173
0,2,5,3,20,5567
0,2,5,3,21,5421
0,2,5,3,22,5632
0,2,5,3,23,5311
0,2,5,3,24,7388
0,2,5,3,25,10279
0,2,5,3,26,8375
0,2,5,3,27,8852
0,2,5,3,28,9169
0,2,5,3,29,9640
0,2,5,3,30,5386
0,2,5,3,31,7993
0,2,5,3,32,8708
0,2,5,3,33,10088
0,2,5,3,34,6366
0,2,5,3,35,7699
0,2,5,3,36,6618
0,2,5,3,37,5607
0,2,5,3,38,7978
0,2,5,3,39,9015
0,2,5,3,40,9554
0,2,5,3,41,6317
0,2,5,3,42,5889
0,2,5,3,43,6018
0,2,5,3,44,10142
0,2,5,3,45,8551
0,2,5,3,46,7761
0,2,5,3,47,6429
0,2,5,3,48,9642
0,2,5,3,49,8922
0,2,5,3,50,9911
0,2,6,1,1,23096
0,2,6,1,2,21556
0,2,6,1,3,26355
0,2,6,1,4,29387
0,2,6,1,5,32292
0,2,6,1,6,34834
0,2,6,1,7,31363
0,2,6,1,8,33936
0,2,6,1,9,30149
0,2,6,1,10,25297
0,2,6,1,11,21133
0,2,6,1,12,19851
0,2,6,1,13,28575
0,2,6,1,14,20586
0,2,6,1,15,25313
0,2,6,1,16,24844
0,2,6,1,17,31945
0,2,6,1,18,18157
0,2,6,1,19,20575
0,2,6,1,20,18556
0,2,6,1,21,18070
0,2,6,1,22,18773
0,2,6,1,23,17704
0,2,6,1,24,24626
0,2,6,1,25,34265
0,2,6,1,26,27917
0,2,6,1,27,29508
0,2,6,1,28,30563
0,2,6,1,29,32132
0,2,6,1,30,17953
0,2,6,1,31,26643
0,2,6,1,32,29027
0,2,6,1,33,33627
0,2,6,1,34,21220
0,2,6,1,35,25662
0,2,6,1,36,22060
0,2,6,1,37,18689
0,2,6,1,38,26593
0,2,6,1,39,30049
0,2,6,1,40,31848
0,2,6,1,41,21055
0,2,6,1,42,19630
0,2,6,1,43,20059
0,2,6,1,44,33808
0,2,6,1,45,28503
0,2,6,1,46,25870
0,2,6,1,47,21430
0,2,6,1,48,32139
0,2,6,1,49,29741
0,2,6,1,50,33038
0,2,6,2,1,16167
0,2,6,2,2,15089
0,2,6,2,3,18448
0,2,6,2,4,20571
0,2,6,2,5,22604
0,2,6,2,6,24384
0,2,6,2,7,21954
0,2,6,2,8,23755
0,2,6,2,9,21104
0,2,6,2,10,17708
0,2,6,2,11,14793
0,2,6,2,12,13896
0,2,6,2,13,20002
0,2,6,2,14,14410
0,2,6,2,15,17719
0,2,6,2,16,17391
0,2,6,2,17,22361
0,2,6,2,18,12710
0,2,6,2,19,14403
0,2,6,2,20,12989
0,2,6,2,21,12649
0,2,6,2,22,13141
0,2,6,2,23,12392
0,2,6,2,24,17238
0,2,6,2,25,23985
0,2,6,2,26,19542
0,2,6,2,27,20655
0,2,6,2,28,21394
0,2,6,2,29,22492
0,2,6,2,30,12567
0,2,6,2,31,18650
0,2,6,2,32,20319
0,2,6,2,33,23539
0,2,6,2,34,14854
0,2,6,2,35,17963
0,2,6,2,36,15442
0,2,6,2,37,13082
0,2,6,2,38,18615
0,2,6,2,39,21034
0,2,6,2,40,22293
0,2,6,2,41,14739
0,2,6,2,42,13741
0,2,6,2,43,14041
0,2,6,2,44,23666
0,2,6,2,45,19952
0,2,6,2,46,18109
0,2,6,2,47,15001
0,2,6,2,48,22497
0,2,6,2,49,20819
0,2,6,2,50,23127
0,2,6,3,1,6929
0,2,6,3,2,6467
0,2,6,3,3,7906
0,2,6,3,4,8816
0,2,6,3,5,9688
0,2,6,3,6,10450
0,2,6,3,7,9409
0,2,6,3,8,10181
0,2,6,3,9,9045
0,2,6,3,10,7589
0,2,6,3,11,6340
0,2,6,3,12,5955
0,2,6,3,13,8572
0,2,6,3,14,6176
0,2,6,3,15,7594
0,2,6,3,16,7453
0,2,6,3,17,9583
0,2,6,3,18,5447
0,2,6,3,19,6173
0,2,6,3,20,5567
0,2,6,3,21,5421
0,2,6,3,22,5632
0,2,6,3,23,5311
0,2,6,3,24,7388
0,2,6,3,25,10279
0,2,6,3,26,8375
0,2,6,3,27,8852
0,2,6,3,28,9169
0,2,6,3,29,9640
0,2,6,3,30,5386
0,2,6,3,31,7993
0,2,6,3,32,8708
0,2,6,3,33,10088
0,2,6,3,34,6366
0,2,6,3,35,7699
0,2,6,3,36,6618
0,2,6,3,37,5607
0,2,6,3,38,7978
0,2,6,3,39,9015
0,2,6,3,40,9554
0,2,6,3,41,6317
0,2,6,3,42,5889
0,2,6,3,43,6018
0,2,6,3,44,10142
0,2,6,3,45,8551
0,2,6,3,46,7761
0,2,6,3,47,6429
0,2,6,3,48,9642
0,2,6,3,49,8922
0,2,6,3,50,9911
0,2,7,1,1,23096
0,2,7,1,2,21556
0,2,7,1,3,26355
0,2,7,1,4,29387
0,2,7,1,5,32292
0,2,7,1,6,34834
0,2,7,1,7,31363
0,2,7,1,8,33936
0,2,7,1,9,30149
0,2,7,1,10,25297
0,2,7,1,11,21133
0,2,7,1,12,19851
0,2,7,1,13,28575
0,2,7,1,14,20586
0,2,7,1,15,25313
0,2,7,1,16,24844
0,2,7,1,17,31945
0,2,7,1,18,18157
0,2,7,1,19,20575
0,2,7,1,20,18556
0,2,7,1,21,18070
0,2,7,1,22,18773
0,2,7,1,23,17704
0,2,7,1,24,24626
0,2,7,1,25,34265
0,2,7,1,26,27917
0,2,7,1,27,29508
0,2,7,1,28,30563
0,2,7,1,29,32132
0,2,7,1,30,17953
0,2,7,1,31,26643
0,2,7,1,32,29027
0,2,7,1,33,33627
0,2,7,1,34,21220
0,2,7,1,35,25662
0,2,7,1,36,22060
0,2,7,1,37,18689
0,2,7,1,38,26593
0,2,7,1,39,30049
0,2,7,1,40,31848
0,2,7,1,41,21055
0,2,7,1,42,19630
0,2,7,1,43,20059
0,2,7,1,44,33808
0,2,7,1,45,28503
0,2,7,1,46,25870
0,2,7,1,47,21430
0,2,7,1,48,32139
0,2,7,1,49,29741
0,2,7,1,50,33038
0,2,7,2,1,16167
0,2,7,2,2,15089
0,2,7,2,3,18448
0,2,7,2,4,20571
0,2,7,2,5,22604
0,2,7,2,6,24384
0,2,7,2,7,21954
0,2,7,2,8,23755
0,2,7,2,9,21104
0,2,7,2,10,17708
0,2,7,2,11,14793
0,2,7,2,12,13896
0,2,7,2,13,20002
0,2,7,2,14,14410
0,2,7,2,15,17719
0,2,7,2,16,17391
0,2,7,2,17,22361
0,2,7,2,18,12710
0,2,7,2,19,14403
0,2,7,2,20,12989
0,2,7,2,21,12649
0,2,7,2,22,13141
0,2,7,2,23,12392
0,2,7,2,24,17238
0,2,7,2,25,23985
0,2,7,2,26,19542
0,2,7,2,27,20655
0,2,7,2,28,21394
0,2,7,2,29,22492
0,2,7,2,30,12567
0,2,7,2,31,18650
0,2,7,2,32,20319
0,2,7,2,33,23539
0,2,7,2,34,14854
0,2,7,2,35,17963
0,2,7,2,36,15442
0,2,7,2,37,13082
0,2,7,2,38,18615
0,2,7,2,39,21034
0,2,7,2,40,22293
0,2,7,2,41,14739
0,2,7,2,42,13741
0,2,7,2,43,14041
0,2,7,2,44,23666
0,2,7,2,45,19952
0,2,7,2,46,18109
0,2,7,2,47,15001
0,2,7,2,48,22497
0,2,7,2,49,20819
0,2,7,2,50,23127
0,2,7,3,1,6929
0,2,7,3,2,6467
0,2,7,3,3,7906
0,2,7,3,4,8816
0,2,7,3,5,9688
0,2,7,3,6,10450
0,2,7,3,7,9409
0,2,7,3,8,10181
0,2,7,3,9,9045
0,2,7,3,10,7589
0,2,7,3,11,6340
0,2,7,3,12,5955
0,2,7,3,13,8572
0,2,7,3,14,6176
0,2,7,3,15,7594
0,2,7,3,16,7453
0,2,7,3,17,9583
0,2,7,3,18,5447
0,2,7,3,19,6173
0,2,7,3,20,5567
0,2,7,3,21,5421
0,2,7,3,22,5632
0,2,7,3,23,5311
0,2,7,3,24,7388
0,2,7,3,25,10279
0,2,7,3,26,8375
0,2,7,3,27,8852
0,2,7,3,28,9169
0,2,7,3,29,9640
0,2,7,3,30,5386
0,2,7,3,31,7993
0,2,7,3,32,8708
0,2,7,3,33,10088
0,2,7,3,34,6366
0,2,7,3,35,7699
0,2,7,3,36,6618
0,2,7,3,37,5607
0,2,7,3,38,7978
0,2,7,3,39,9015
0,2,7,3,40,9554
0,2,7,3,41,6317
0,2,7,3,42,5889
0,2,7,3,43,6018
0,2,7,3,44,10142
0,2,7,3,45,8551
0,2,7,3,46,7761
0,2,7,3,47,6429
0,2,7,3,48,9642
0,2,7,3,49,8922
0,2,7,3,50,9911
0,3,1,1,1,69287
0,3,1,1,2,64669
0,3,1,1,3,79064
0,3,1,1,4,88160
0,3,1,1,5,96875
0,3,1,1,6,104501
0,3,1,1,7,94090
0,3,1,1,8,101808
0,3,1,1,9,90448
0,3,1,1,10,75892
0,3,1,1,11,63398
0,3,1,1,12,59552
0,3,1,1,13,85725
0,3,1,1,14,61758
0,3,1,1,15,75938
0,3,1,1,16,74532
0,3,1,1,17,95834
0,3,1,1,18,54471
0,3,1,1,19,61726
0,3,1,1,20,55668
0,3,1,1,21,54211
0,3,1,1,22,56319
0,3,1,1,23,53111
0,3,1,1,24,73879
0,3,1,1,25,102794
0,3,1,1,26,83752
0,3,1,1,27,88523
0,3,1,1,28,91688
0,3,1,1,29,96396
0,3,1,1,30,53860
0,3,1,1,31,79928
0,3,1,1,32,87082
0,3,1,1,33,100881
0,3,1,1,34,63659
0,3,1,1,35,76986
0,3,1,1,36,66180
0,3,1,1,37,56068
0,3,1,1,38,79779
0,3,1,1,39,90147
0,3,1,1,40,95543
0,3,1,1,41,63166
0,3,1,1,42,58889
0,3,1,1,43,60177
0,3,1,1,44,101424
0,3,1,1,45,85509
0,3,1,1,46,77611
0,3,1,1,47,64289
0,3,1,1,48,96416
0,3,1,1,49,89224
