RA,STATE,AGE5P,AGE5P_RA,INGP,IEO,ENGLP,OCCP,OUTCOME
1,4,8,22,0,6,1,7,1
1,7,4,10,0,4,1,9,1
1,7,4,10,0,9,1,2,1
1,8,2,4,0,9,1,3,1
1,4,5,13,0,4,1,9,0
1,8,4,10,0,7,1,2,1
1,4,5,13,0,3,1,3,1
1,2,2,4,0,4,1,3,0
1,7,8,22,0,2,1,9,1
1,7,2,4,0,4,3,8,0
1,4,2,4,0,2,1,8,1
1,7,6,16,0,5,1,7,1
1,7,2,4,0,3,2,8,1
1,2,5,13,0,8,1,2,1
1,2,3,7,0,5,1,10,0
1,2,5,13,0,8,1,2,0
1,2,4,10,0,9,1,2,1
1,4,7,19,0,5,1,3,0
1,4,2,4,0,8,1,6,1
1,4,4,10,0,10,1,5,1
1,8,3,7,0,4,1,3,0
1,7,4,10,0,7,1,1,1
1,7,2,4,0,5,1,8,0
1,7,5,13,0,3,4,9,0
1,7,8,22,0,3,1,7,0
1,2,4,10,0,5,1,8,0
1,4,7,19,0,4,1,2,1
1,4,8,22,0,5,1,3,0
1,2,4,10,0,2,1,3,0
1,7,2,4,0,6,1,3,0
1,2,2,4,0,5,1,3,1
1,4,2,4,0,10,1,9,1
1,2,3,7,0,8,1,8,1
1,4,5,13,0,1,2,7,1
1,4,4,10,0,8,1,3,1
1,8,6,16,0,7,1,4,1
1,8,4,10,0,6,1,3,1
1,4,3,7,0,8,1,1,0
1,2,2,4,0,9,3,6,1
1,4,7,19,0,7,1,3,0
1,7,2,4,0,1,1,8,0
1,8,4,10,0,7,1,6,1
1,8,7,19,0,2,1,6,1
1,2,8,22,0,1,1,8,1
1,4,5,13,0,5,3,9,0
1,8,8,22,0,10,2,1,1
1,7,7,19,0,1,3,7,0
1,7,8,22,0,1,1,7,1
1,7,2,4,0,8,1,9,1
1,4,2,4,0,4,1,9,0
1,7,6,16,0,2,2,7,1
1,4,8,22,0,9,1,1,1
1,2,6,16,0,9,1,9,1
1,7,5,13,0,9,1,2,1
1,7,6,16,0,7,1,1,1
1,4,8,22,0,3,1,9,1
1,7,5,13,0,6,1,8,1
1,5,3,7,0,2,1,3,1
1,8,1,1,0,6,1,3,1
1,2,8,22,0,8,1,3,0
1,4,4,10,0,7,1,9,1
1,2,7,19,0,10,1,2,0
1,4,3,7,0,6,1,1,1
1,8,8,22,0,5,3,8,1
1,2,8,22,0,7,1,1,1
1,4,8,22,0,3,1,9,1
1,2,3,7,0,3,1,6,1
1,7,3,7,0,6,1,3,1
1,2,7,19,0,7,1,1,1
1,2,6,16,0,10,1,1,1
1,2,1,1,0,8,3,9,0
1,7,8,22,0,3,1,6,0
1,7,3,7,0,2,1,9,1
1,4,2,4,0,4,1,3,1
1,8,4,10,0,10,1,2,1
1,7,4,10,0,5,2,1,1
1,2,6,16,0,3,1,7,1
1,1,8,22,0,9,1,6,1
1,8,8,22,0,4,1,7,1
1,8,4,10,0,5,2,2,1
1,7,5,13,0,5,1,7,0
1,2,7,19,0,10,1,9,1
1,7,8,22,0,5,1,5,0
1,7,3,7,0,5,1,1,1
1,5,5,13,0,5,1,3,1
1,7,2,4,0,2,1,9,1
1,4,3,7,0,9,1,2,1
1,1,3,7,0,9,1,9,1
1,2,5,13,0,9,1,4,0
1,7,1,1,0,6,1,5,0
1,4,8,22,0,6,1,8,1
1,5,2,4,0,5,1,6,1
1,1,3,7,0,7,1,4,1
1,2,5,13,0,6,2,3,1
1,5,1,1,0,8,1,9,1
1,1,3,7,0,8,1,3,1
1,5,4,10,0,2,1,3,1
1,2,7,19,0,5,2,2,0
1,7,7,19,0,6,1,3,0
1,1,2,4,0,10,3,9,1
1,4,2,4,0,1,4,9,0
1,7,4,10,0,9,1,5,1
1,2,7,19,0,5,1,9,1
1,2,3,7,0,5,2,3,0
1,7,2,4,0,5,2,5,1
1,2,8,22,0,2,2,6,1
1,7,3,7,0,3,1,3,0
1,2,1,1,0,9,1,3,1
1,2,8,22,0,9,1,3,0
1,5,2,4,0,4,2,5,0
1,2,6,16,0,2,1,3,0
1,4,2,4,1,2,1,6,0
1,2,2,4,0,8,3,9,0
1,2,7,19,0,3,4,3,0
1,8,2,4,0,2,1,8,1
1,2,2,4,0,1,1,3,1
1,7,6,16,0,10,1,1,1
1,2,8,22,0,8,1,1,1
1,2,1,1,0,10,1,9,1
1,7,6,16,0,3,4,7,0
1,5,3,7,0,8,1,8,1
1,5,6,16,0,6,1,2,1
1,2,5,13,0,10,1,2,1
1,8,7,19,0,3,2,8,0
1,4,5,13,0,10,1,2,1
1,7,6,16,0,9,1,1,0
1,2,3,7,0,9,1,3,0
1,4,4,10,0,5,1,3,0
1,5,7,19,0,3,3,4,1
1,4,3,7,0,5,1,9,1
1,2,7,19,0,7,2,6,1
1,4,2,4,0,5,1,3,0
1,2,3,7,0,10,1,5,1
1,7,6,16,0,10,1,3,0
1,7,1,1,0,8,1,3,0
1,8,8,22,0,8,1,3,1
1,7,3,7,0,10,1,2,1
1,4,3,7,0,3,1,3,1
1,4,3,7,0,6,1,2,1
1,2,4,10,0,5,3,5,1
1,7,3,7,0,10,1,10,0
1,7,5,13,0,6,1,1,1
1,8,7,19,0,8,1,2,0
1,2,6,16,0,9,1,3,1
1,7,6,16,0,3,2,10,1
1,4,3,7,0,8,1,2,0
1,7,5,13,0,3,1,3,0
1,4,4,10,0,10,1,2,1
1,8,2,4,0,7,1,8,0
1,4,1,1,0,3,1,3,0
1,7,4,10,0,8,1,3,0
1,2,1,1,0,9,1,9,1
1,7,3,7,0,1,2,9,0
1,2,2,4,0,10,1,6,1
1,7,7,19,0,4,1,6,1
1,8,2,4,0,2,1,9,0
1,4,3,7,0,4,1,3,1
1,2,6,16,0,8,1,5,0
1,2,2,4,0,9,1,6,1
1,4,4,10,0,4,1,3,1
1,5,3,7,0,4,1,6,1
1,4,4,10,0,1,1,5,0
1,7,8,22,0,9,1,2,1
1,2,7,19,0,2,1,3,1
1,8,2,4,0,6,2,9,1
1,5,4,10,0,7,1,9,1
1,5,3,7,0,2,1,7,1
1,2,3,7,0,9,3,5,1
1,2,8,22,0,1,1,9,1
1,5,4,10,0,1,1,7,0
1,5,4,10,0,10,1,9,1
1,5,5,13,0,7,1,3,0
1,8,5,13,0,7,1,3,1
1,7,2,4,0,6,1,6,0
1,5,7,19,0,4,1,9,1
1,7,2,4,0,6,1,4,1
1,2,8,22,0,2,1,7,0
1,8,4,10,0,5,1,5,1
1,7,8,22,0,1,1,5,0
1,4,3,7,0,10,1,2,1
1,2,5,13,0,10,2,1,1
1,7,6,16,0,9,1,3,1
1,5,4,10,0,6,1,3,1
1,4,4,10,0,9,1,5,1
1,4,3,7,0,10,1,2,1
1,2,7,19,0,10,1,1,1
1,7,8,22,0,2,1,7,1
1,2,4,10,0,5,1,2,1
1,7,5,13,0,4,1,8,1
1,7,5,13,0,2,1,9,1
1,7,3,7,0,6,2,3,1
1,2,6,16,0,9,2,1,1
1,7,2,4,0,3,2,9,1
1,8,4,10,0,6,1,3,1
1,4,7,19,0,4,1,9,0
1,7,4,10,0,3,1,3,0
1,2,2,4,0,6,1,3,1
1,7,5,13,0,4,3,9,1
1,2,2,4,0,10,3,9,1
1,2,4,10,0,7,2,9,0
1,2,7,19,0,4,1,7,1
1,2,2,4,0,6,1,3,0
1,2,3,7,0,8,1,3,1
1,7,2,4,0,10,2,9,1
1,1,2,4,0,9,1,6,1
1,2,6,16,0,1,1,9,1
1,7,2,4,0,10,1,6,1
1,4,1,1,0,8,1,6,0
1,7,2,4,0,1,1,7,1
1,7,3,7,0,6,3,6,1
1,5,6,16,0,3,1,9,0
1,4,5,13,0,1,1,7,0
1,4,4,10,0,5,1,5,0
1,4,8,22,0,1,1,9,1
1,4,5,13,0,2,1,1,1
1,4,7,19,0,8,1,2,1
1,2,5,13,0,6,1,6,1
1,7,6,16,0,1,1,1,1
1,2,1,1,0,9,2,9,0
1,7,7,19,0,7,1,1,0
1,4,7,19,0,4,1,7,1
1,4,1,1,0,8,1,3,0
1,2,5,13,0,8,2,9,1
1,5,2,4,0,8,1,3,0
1,4,7,19,0,4,1,8,1
1,8,3,7,0,6,1,1,1
1,5,7,19,0,1,1,10,1
1,5,7,19,0,3,1,5,1
1,7,5,13,0,5,1,3,1
1,2,3,7,0,6,1,9,1
1,2,1,1,0,6,1,4,0
1,2,1,1,0,7,1,3,0
1,5,7,19,0,6,1,1,1
1,2,7,19,0,3,1,9,0
1,5,6,16,0,1,1,3,1
1,8,5,13,0,9,1,3,1
1,7,5,13,0,3,1,2,0
1,7,6,16,0,10,1,1,1
1,8,2,4,0,10,1,9,1
1,2,4,10,0,6,2,2,1
1,2,2,4,0,5,1,9,0
1,8,5,13,0,6,1,1,1
1,5,4,10,0,4,1,3,1
1,8,3,7,0,9,2,9,1
1,7,2,4,0,4,1,3,0
1,7,4,10,0,1,1,7,1
1,4,8,22,0,7,1,2,1
1,4,3,7,0,9,1,7,1
1,7,4,10,0,9,1,4,1
1,7,6,16,0,4,1,3,0
1,7,4,10,0,9,2,2,1
1,2,2,4,0,6,1,9,1
1,4,6,16,0,6,1,1,1
1,4,6,16,0,3,1,3,0
1,2,8,22,0,8,1,9,1
1,4,7,19,0,7,1,9,1
1,4,3,7,0,4,1,5,1
1,2,8,22,1,4,2,3,0
1,4,3,7,0,8,1,7,1
1,2,2,4,0,10,1,9,1
1,2,6,16,0,3,1,8,0
1,8,6,16,0,9,2,5,0
1,2,4,10,0,5,1,9,0
1,8,1,1,0,6,1,9,1
1,7,8,22,0,4,1,3,0
1,2,4,10,0,10,1,1,1
1,7,8,22,0,6,2,7,1
1,7,6,16,0,3,1,7,1
1,2,4,10,0,4,3,3,0
1,2,3,7,0,2,2,9,1
1,4,2,4,0,3,3,9,1
1,4,8,22,0,8,1,1,1
1,7,1,1,0,9,1,6,1
1,4,3,7,0,10,1,2,1
1,7,3,7,0,7,1,3,1
1,2,5,13,0,9,1,1,1
1,7,7,19,0,2,1,1,1
1,2,1,1,0,1,1,8,1
1,7,1,1,0,1,1,7,1
1,2,1,1,0,5,1,8,1
1,2,2,4,0,10,1,9,1
1,7,5,13,0,5,1,2,0
1,2,5,13,0,2,1,7,0
1,2,3,7,0,4,1,6,1
1,7,3,7,0,7,2,3,1
1,8,7,19,0,8,1,1,0
1,8,8,22,0,3,1,7,0
1,7,2,4,0,10,2,5,1
1,7,2,4,0,9,2,9,1
1,4,4,10,0,1,3,1,1
1,5,3,7,0,5,1,8,0
1,2,6,16,0,1,1,9,1
1,2,4,10,0,3,2,9,0
1,2,5,13,0,7,1,1,1
1,4,3,7,0,4,1,5,1
1,4,2,4,0,5,1,5,1
1,7,2,4,0,4,1,7,1
1,2,7,19,0,10,1,1,1
1,8,6,16,0,6,1,9,0
1,8,2,4,0,3,1,3,0
1,7,8,22,0,8,1,1,1
1,2,4,10,0,10,1,1,0
1,7,3,7,0,9,2,7,1
1,2,5,13,0,4,1,2,1
1,7,2,4,0,4,4,9,1
1,1,7,19,0,9,1,6,1
1,2,4,10,0,1,1,10,0
1,2,8,22,0,4,3,8,1
1,2,8,22,0,9,1,3,1
1,4,1,1,0,5,1,3,1
1,5,6,16,0,2,2,3,0
1,7,2,4,0,10,2,9,0
1,7,5,13,0,8,1,1,0
1,7,6,16,0,8,1,9,0
1,8,4,10,0,2,1,7,1
1,4,2,4,0,8,1,1,1
1,2,8,22,0,5,1,9,1
1,2,8,22,0,9,1,9,0
1,7,6,16,0,1,1,9,1
1,5,3,7,0,1,1,3,0
1,7,3,7,0,5,3,2,1
1,7,5,13,0,6,1,1,1
1,2,3,7,0,3,1,7,1
1,7,3,7,0,7,1,6,1
1,7,3,7,0,7,1,6,0
1,4,6,16,0,1,1,7,0
1,1,4,10,0,9,1,1,1
1,2,8,22,0,3,1,8,1
1,4,5,13,0,2,1,1,0
1,2,2,4,0,9,1,9,1
1,4,5,13,0,5,1,2,1
1,2,7,19,0,2,1,3,0
1,8,6,16,0,5,1,1,0
1,2,7,19,0,6,1,9,1
1,2,1,1,0,3,1,4,1
1,4,7,19,0,3,2,6,1
1,7,2,4,0,1,1,3,1
1,2,6,16,0,6,1,8,1
1,8,8,22,0,2,1,9,0
1,4,7,19,0,8,1,9,1
1,7,8,22,0,8,1,3,0
1,2,2,4,0,7,1,3,1
1,7,7,19,0,8,1,2,1
1,7,2,4,0,5,1,8,1
1,2,8,22,0,9,1,3,1
1,2,5,13,0,2,2,8,1
1,2,3,7,0,6,2,5,1
1,4,2,4,0,8,1,4,0
1,8,2,4,0,8,1,9,1
1,2,4,10,0,2,1,7,1
1,2,1,1,0,10,2,9,1
1,2,3,7,0,10,1,3,0
1,2,8,22,0,8,1,3,1
1,7,5,13,0,4,1,7,1
1,7,5,13,0,10,1,3,1
1,2,6,16,0,6,2,2,0
1,7,4,10,0,8,2,9,1
1,4,3,7,0,2,1,3,0
1,8,6,16,0,6,1,1,1
1,2,2,4,0,9,1,2,1
1,4,5,13,0,2,1,5,1
1,2,6,16,0,9,1,5,1
1,2,3,7,0,4,3,9,0
1,7,5,13,0,4,1,3,0
1,4,1,1,0,3,1,6,1
1,8,7,19,0,4,1,8,1
1,7,4,10,0,2,1,3,1
1,2,1,1,0,3,1,9,1
1,4,8,22,0,1,2,9,0
1,5,6,16,0,4,3,3,0
1,8,6,16,0,2,1,7,1
1,4,2,4,0,6,1,3,0
1,2,2,4,0,5,1,9,1
1,2,5,13,0,1,2,3,0
1,2,6,16,0,1,1,3,0
1,2,2,4,0,1,1,3,1
1,4,2,4,0,2,1,8,1
1,5,3,7,0,3,1,9,0
1,2,7,19,0,8,2,3,0
1,7,2,4,0,1,1,3,0
1,2,2,4,0,8,2,4,0
1,2,8,22,0,2,1,8,1
1,2,6,16,0,5,2,5,1
1,4,1,1,0,5,1,8,0
1,4,2,4,0,7,1,1,1
1,7,4,10,0,4,2,9,0
1,4,2,4,0,5,1,3,1
1,4,2,4,0,6,1,4,0
1,2,2,4,0,6,1,3,1
1,2,5,13,0,7,1,3,0
1,7,5,13,0,5,1,1,0
1,8,2,4,0,10,2,9,0
1,2,2,4,0,4,1,3,1
1,2,3,7,0,1,1,9,1
1,4,1,1,0,2,1,9,1
1,2,7,19,0,3,1,2,1
1,7,3,7,0,2,2,3,0
1,8,6,16,0,7,1,3,1
1,8,2,4,0,9,1,5,1
1,5,5,13,0,6,1,1,0
1,8,1,1,0,9,1,3,1
1,7,8,22,0,8,1,6,0
1,7,3,7,0,9,1,8,1
1,2,1,1,0,6,1,8,1
1,4,5,13,0,4,3,8,1
1,7,2,4,0,7,1,9,1
1,2,3,7,0,5,2,9,1
1,2,8,22,0,4,1,7,1
1,2,5,13,0,3,3,5,0
1,8,5,13,0,2,1,3,0
1,8,2,4,0,5,1,9,1
1,2,4,10,0,10,1,1,0
1,8,4,10,0,5,1,3,0
1,2,6,16,0,1,1,3,1
1,7,2,4,0,7,2,9,1
1,2,5,13,0,9,1,1,1
1,5,4,10,0,1,1,9,0
1,7,2,4,0,9,2,9,1
1,1,7,19,1,8,1,5,0
1,8,7,19,0,9,1,3,0
1,2,2,4,0,4,1,8,1
1,4,3,7,0,4,1,6,1
1,2,6,16,0,3,1,7,0
1,7,4,10,0,5,1,3,0
1,2,5,13,0,10,1,5,1
1,1,4,10,0,9,1,9,1
1,2,4,10,0,4,2,3,1
1,8,1,1,0,7,1,4,0
1,7,2,4,0,2,3,9,0
1,2,6,16,0,5,1,3,0
1,2,4,10,0,2,1,8,1
1,4,7,19,0,7,1,9,1
1,4,2,4,1,5,1,1,1
1,4,8,22,0,3,1,4,1
1,2,1,1,0,8,1,6,1
1,7,2,4,0,10,2,2,1
1,4,6,16,0,9,1,2,1
1,7,6,16,0,9,1,5,0
1,7,1,1,0,9,1,6,1
1,5,7,19,0,7,2,9,1
1,2,3,7,0,7,2,1,0
1,4,3,7,0,7,1,8,1
1,2,4,10,0,8,1,9,1
1,8,4,10,0,5,1,9,1
1,7,5,13,0,2,1,3,1
1,7,6,16,0,10,1,9,0
1,8,2,4,0,10,1,9,1
1,2,8,22,0,9,2,1,1
1,7,3,7,0,8,1,2,1
1,2,5,13,0,3,1,4,1
1,7,5,13,0,8,1,1,0
1,7,4,10,0,7,1,9,1
1,5,4,10,0,3,3,9,1
1,1,7,19,0,10,1,5,1
1,4,2,4,0,8,1,9,1
1,4,5,13,0,1,1,5,0
1,4,8,22,0,4,1,7,0
1,7,4,10,0,6,1,2,0
1,4,1,1,0,4,1,9,1
1,5,2,4,0,3,4,2,1
1,2,1,1,0,8,2,4,1
1,8,4,10,0,9,1,2,1
1,7,6,16,0,6,1,3,0
1,5,2,4,0,4,1,3,1
1,4,4,10,0,8,2,2,1
1,4,3,7,0,3,1,8,1
1,2,5,13,0,7,1,5,0
1,2,2,4,0,7,1,7,1
1,4,5,13,0,8,1,2,1
1,2,6,16,0,10,1,1,0
1,1,2,4,0,5,1,9,0
1,7,2,4,0,8,1,9,1
1,7,7,19,0,9,1,7,1
1,2,6,16,0,4,1,8,0
1,2,4,10,0,10,1,9,0
1,8,6,16,0,10,1,3,0
1,2,2,4,0,3,1,8,1
1,2,7,19,0,10,1,9,0
1,2,2,4,0,9,1,2,1
1,7,2,4,0,1,2,8,1
1,8,8,22,0,6,1,3,1
1,7,5,13,0,6,1,5,1
1,5,3,7,0,2,1,8,0
1,2,2,4,0,10,3,9,1
1,4,1,1,0,2,1,6,1
1,8,2,4,0,3,1,3,1
1,2,2,4,0,4,1,9,1
1,4,8,22,0,4,1,3,0
1,5,5,13,0,1,1,9,0
1,2,5,13,0,1,4,7,0
1,5,3,7,0,7,1,3,1
1,2,5,13,0,3,1,9,1
1,2,5,13,0,6,2,2,1
1,7,3,7,0,7,2,6,0
1,4,2,4,0,6,1,7,1
1,7,4,10,0,8,1,10,1
1,2,7,19,0,7,1,3,0
1,7,2,4,0,5,1,2,1
1,2,3,7,0,9,3,8,1
1,5,3,7,0,2,1,2,1
1,2,7,19,0,10,1,1,1
1,2,4,10,0,7,1,9,1
1,7,5,13,0,7,1,1,1
1,2,4,10,0,1,1,7,0
1,5,3,7,0,7,2,9,1
1,5,2,4,0,6,2,4,0
1,7,3,7,0,5,1,7,1
1,2,3,7,0,10,1,2,1
1,7,6,16,0,9,1,1,1
1,8,1,1,0,7,1,7,0
1,4,8,22,0,6,1,1,0
1,2,5,13,0,3,2,1,1
1,8,2,4,0,10,1,4,1
1,7,4,10,0,5,2,6,1
1,2,7,19,0,7,3,8,1
1,4,4,10,0,4,1,4,1
1,2,4,10,0,3,1,5,1
1,7,6,16,0,5,1,7,0
1,8,3,7,0,10,3,2,1
1,8,7,19,0,8,1,4,1
1,7,5,13,0,9,1,1,1
1,2,8,22,0,3,3,9,1
1,2,1,1,0,6,1,5,1
1,1,1,1,0,10,1,9,1
1,7,2,4,0,7,1,5,1
1,4,8,22,0,5,1,3,0
1,2,4,10,0,1,1,7,0
1,2,2,4,0,9,2,9,0
1,4,2,4,0,5,1,2,1
1,7,4,10,0,4,1,2,1
1,5,4,10,0,3,1,7,0
1,7,3,7,0,7,1,8,1
1,8,7,19,0,9,1,2,1
1,2,4,10,0,3,1,4,0
1,2,4,10,0,10,2,2,1
1,4,7,19,0,4,1,4,1
1,2,5,13,0,10,1,2,1
1,4,8,22,0,4,1,7,1
1,4,6,16,0,8,2,8,1
1,7,4,10,0,1,2,2,1
1,2,2,4,0,4,2,10,0
1,7,8,22,0,10,1,1,1
1,7,6,16,0,8,2,1,1
1,2,4,10,0,10,1,1,1
1,7,3,7,0,9,2,2,1
1,4,6,16,0,9,1,1,1
1,2,3,7,0,9,2,2,0
1,4,4,10,0,4,1,1,0
1,4,6,16,0,5,1,1,1
1,4,7,19,0,4,1,8,1
1,2,7,19,0,7,1,2,1
1,5,5,13,0,6,1,2,1
1,7,5,13,0,9,1,1,1
1,7,8,22,0,1,3,7,0
1,2,2,4,0,2,2,9,1
1,4,2,4,0,7,1,7,1
1,5,3,7,0,1,2,5,1
1,8,4,10,0,4,2,1,1
1,2,7,19,0,4,1,9,1
1,4,2,4,0,7,1,9,1
1,7,2,4,0,5,1,7,1
1,4,3,7,0,7,1,4,0
1,2,5,13,0,7,1,8,1
1,4,1,1,0,1,1,9,1
1,2,6,16,0,3,1,3,1
1,7,5,13,0,4,1,1,1
1,4,8,22,0,3,1,3,1
1,4,3,7,1,1,1,9,0
1,7,3,7,0,8,1,6,1
1,2,1,1,0,4,1,4,1
1,2,7,19,0,3,1,9,1
1,5,3,7,0,3,1,9,0
1,4,2,4,0,9,1,5,1
1,4,6,16,0,8,2,3,0
1,2,3,7,0,6,1,9,0
1,2,3,7,0,1,2,9,1
1,7,6,16,0,4,1,3,0
1,7,3,7,0,6,1,6,1
1,4,5,13,0,1,2,9,0
1,2,4,10,0,2,1,7,1
1,4,3,7,0,5,1,6,1
1,2,1,1,0,4,1,9,1
1,2,8,22,0,7,3,7,0
1,8,2,4,0,4,2,6,0
1,7,3,7,0,4,2,2,1
1,7,3,7,0,8,1,9,0
1,4,2,4,0,3,1,7,1
1,8,1,1,0,4,1,3,1
1,7,1,1,0,7,1,8,0
1,7,5,13,0,10,1,2,1
1,7,5,13,0,7,1,5,1
1,7,7,19,0,9,2,2,1
1,1,2,4,0,9,1,5,1
1,2,2,4,0,9,1,9,1
1,2,2,4,0,9,1,3,0
1,7,4,10,0,7,1,9,0
1,2,4,10,0,2,1,4,0
1,7,2,4,0,5,1,3,1
1,1,7,19,0,10,1,7,1
1,7,7,19,0,9,1,1,0
1,7,2,4,0,7,1,9,1
1,7,5,13,0,2,1,7,0
1,5,4,10,0,4,1,6,1
1,4,7,19,0,5,1,2,1
1,5,5,13,0,6,1,7,1
1,5,2,4,0,10,2,9,1
1,7,3,7,0,6,1,5,1
1,8,7,19,0,8,1,2,1
1,2,3,7,0,7,2,5,1
1,4,3,7,0,8,2,9,1
1,7,8,22,0,7,1,4,1
1,7,3,7,0,6,2,9,1
1,4,3,7,0,5,1,3,1
1,4,3,7,0,5,1,1,1
1,7,5,13,0,8,1,1,1
1,7,6,16,0,10,1,9,1
1,5,5,13,0,3,1,8,0
1,5,4,10,0,1,1,3,0
1,7,2,4,0,3,1,3,1
1,1,1,1,0,5,1,3,0
1,4,6,16,0,1,1,9,1
1,4,4,10,0,8,1,1,0
1,2,5,13,0,9,1,1,1
1,2,6,16,0,1,1,3,0
1,5,3,7,0,1,1,3,1
1,4,7,19,0,9,1,1,0
1,5,5,13,0,1,2,9,1
1,7,3,7,0,6,1,8,1
1,5,2,4,0,5,1,9,1
1,8,4,10,0,9,2,2,1
1,8,3,7,0,5,1,1,1
1,7,4,10,0,1,3,8,0
1,2,7,19,0,4,1,6,0
1,7,7,19,0,5,1,3,1
1,5,8,22,0,4,2,9,0
1,5,2,4,0,10,1,9,1
1,2,3,7,0,2,1,7,1
1,2,5,13,0,6,1,4,1
1,2,5,13,0,10,3,5,1
1,5,2,4,0,5,1,6,0
1,5,8,22,0,4,1,7,1
1,2,1,1,0,2,1,3,1
1,2,3,7,0,10,1,2,1
1,4,6,16,0,1,1,3,0
1,2,1,1,0,3,1,3,1
1,7,2,4,0,6,2,6,1
1,2,3,7,0,10,2,4,0
1,4,4,10,0,8,2,2,1
1,7,4,10,0,8,1,8,0
1,2,4,10,0,3,1,3,1
1,7,5,13,0,9,3,3,0
1,7,4,10,0,3,4,3,0
1,5,5,13,0,4,1,5,1
1,5,8,22,0,9,1,4,0
1,7,4,10,0,3,2,6,1
1,2,3,7,0,1,1,6,0
1,8,5,13,0,9,2,2,1
1,7,7,19,0,6,1,3,0
1,7,6,16,0,7,1,8,1
1,2,7,19,0,3,1,3,0
1,7,2,4,0,4,1,3,1
1,2,4,10,0,4,4,1,1
1,8,4,10,0,5,1,7,1
1,2,3,7,0,3,1,7,1
1,8,3,7,0,10,2,2,1
1,2,2,4,0,8,1,6,1
1,8,4,10,0,8,1,9,1
1,2,3,7,0,6,1,3,0
1,2,5,13,0,10,1,9,1
1,5,5,13,0,8,1,1,1
1,4,4,10,0,5,1,8,0
1,2,5,13,0,1,1,7,0
1,5,3,7,0,3,1,2,0
1,5,4,10,0,1,1,1,0
1,2,5,13,0,5,2,9,1
1,2,3,7,0,3,1,2,0
1,8,6,16,0,8,1,7,1
1,2,7,19,0,3,1,3,0
1,7,8,22,0,4,1,3,0
1,8,2,4,0,9,4,9,1
1,8,4,10,0,3,1,5,1
1,4,2,4,0,2,1,7,1
1,8,3,7,0,6,1,5,0
1,2,4,10,0,1,1,7,1
1,4,3,7,0,1,1,7,0
1,7,8,22,0,5,1,1,1
1,4,7,19,0,7,1,9,0
1,2,6,16,0,6,1,2,0
1,5,3,7,0,3,1,6,1
1,2,3,7,0,6,1,3,1
1,7,4,10,0,1,2,3,1
1,4,5,13,0,5,1,2,1
1,2,3,7,0,2,1,2,1
1,8,6,16,0,6,2,5,1
1,2,2,4,0,6,2,1,0
1,4,3,7,0,8,1,3,1
1,4,5,13,0,8,1,1,1
1,4,2,4,0,5,1,3,1
1,5,6,16,0,4,1,7,1
1,2,3,7,0,3,2,3,0
1,2,6,16,0,8,1,9,1
1,2,1,1,0,8,1,9,1
1,7,4,10,0,4,1,1,1
1,4,6,16,0,4,1,9,1
1,2,5,13,0,9,1,1,1
1,7,4,10,0,3,2,5,0
1,8,8,22,0,10,1,9,1
1,7,7,19,0,4,1,3,0
1,4,7,19,0,1,1,9,1
1,5,5,13,0,3,1,8,1
1,7,3,7,0,7,1,2,0
1,7,3,7,0,4,1,1,1
1,8,3,7,0,4,1,7,1
1,8,4,10,0,1,1,3,1
1,8,4,10,0,7,1,3,0
1,7,4,10,0,6,1,8,1
1,4,8,22,0,4,1,7,1
1,4,2,4,0,8,1,4,1
1,7,5,13,0,2,1,7,1
1,8,3,7,0,9,1,6,0
1,7,6,16,0,7,1,3,0
1,2,2,4,0,4,1,6,1
1,4,6,16,0,8,1,5,0
1,8,7,19,0,4,1,3,0
1,7,5,13,0,10,3,3,0
1,2,6,16,0,8,1,3,0
1,8,6,16,0,3,1,9,0
1,4,8,22,0,4,1,3,0
1,7,3,7,0,9,1,4,1
1,4,4,10,0,5,1,1,1
1,2,7,19,0,10,1,7,1
1,5,5,13,0,9,1,1,1
1,7,5,13,0,5,1,5,0
1,5,2,4,0,6,1,3,0
1,2,2,4,0,3,1,3,1
1,5,2,4,0,2,2,5,1
1,4,8,22,0,5,1,5,1
1,4,6,16,0,1,1,2,0
1,8,7,19,0,10,1,2,1
1,4,1,1,0,6,1,6,1
1,8,4,10,0,2,1,3,1
1,7,8,22,0,6,1,9,0
1,4,4,10,0,7,1,5,1
1,2,2,4,0,9,2,9,1
1,8,5,13,0,8,1,1,1
1,7,4,10,0,6,2,7,1
1,4,7,19,0,9,1,9,0
1,7,4,10,0,2,1,3,1
1,2,3,7,0,1,2,4,1
1,7,6,16,0,8,1,9,1
1,7,7,19,0,10,1,1,0
1,8,2,4,0,7,1,9,1
1,7,3,7,0,8,1,3,1
1,7,2,4,0,8,3,9,0
1,4,7,19,0,3,1,8,1
1,8,4,10,0,3,1,1,0
1,5,1,1,0,3,2,9,1
1,8,1,1,0,5,1,3,1
1,4,7,19,0,4,1,9,0
1,4,4,10,0,3,1,5,1
1,5,3,7,0,1,1,8,1
1,7,4,10,0,3,1,8,1
1,2,2,4,0,9,2,3,0
1,7,6,16,0,7,1,4,1
1,4,6,16,0,10,1,1,0
1,1,2,4,0,8,1,4,0
1,7,3,7,0,4,2,2,1
1,2,2,4,0,7,2,6,1
1,2,4,10,0,2,1,9,1
1,7,2,4,0,9,1,9,1
1,2,5,13,0,8,1,3,0
1,7,4,10,0,1,4,7,1
1,4,6,16,0,4,1,5,1
1,7,6,16,0,2,1,9,1
1,7,4,10,0,10,1,1,1
